Airline,Duration,Total stops,Price,Date,Source,Destination
Qatar Airways,20h 00m,1 stop,"₹ 45,141",2023-06-01,CCJ,DXB
Qatar Airways,26h 00m,1 stop,"₹ 45,141",2023-06-01,CCJ,DXB
Air India,20h 25m,2 stops,"₹ 45,620",2023-06-01,CCJ,DXB
Air India,25h 40m,2 stops,"₹ 50,096",2023-06-01,CCJ,DXB
Air India,25h 40m,3 stops,"₹ 50,096",2023-06-01,CCJ,DXB
Air India,25h 40m,2 stops,"₹ 50,096",2023-06-01,CCJ,DXB
Air India,25h 40m,2 stops,"₹ 50,096",2023-06-01,CCJ,DXB
Air India,28h 00m,3 stops,"₹ 50,096",2023-06-01,CCJ,DXB
Air India,25h 40m,2 stops,"₹ 51,223",2023-06-01,CCJ,DXB
Air India,28h 00m,2 stops,"₹ 51,223",2023-06-01,CCJ,DXB
Air India,28h 00m,2 stops,"₹ 51,223",2023-06-01,CCJ,DXB
Air India,28h 00m,2 stops,"₹ 51,223",2023-06-01,CCJ,DXB
Air India,28h 00m,2 stops,"₹ 51,223",2023-06-01,CCJ,DXB
Air India,28h 00m,2 stops,"₹ 51,223",2023-06-01,CCJ,DXB
Air India,25h 40m,2 stops,"₹ 52,822",2023-06-01,CCJ,DXB
Air India,28h 00m,2 stops,"₹ 52,822",2023-06-01,CCJ,DXB
Air India,29h 25m,3 stops,"₹ 53,292",2023-06-01,CCJ,DXB
Air India,29h 25m,2 stops,"₹ 53,292",2023-06-01,CCJ,DXB
Air India,29h 25m,2 stops,"₹ 53,292",2023-06-01,CCJ,DXB
Air India,29h 25m,2 stops,"₹ 53,292",2023-06-01,CCJ,DXB
"Air India, Qatar Airways",27h 55m,2 stops,"₹ 59,876",2023-06-01,CCJ,DXB
"Qatar Airways, Oman Air",13h 45m,2 stops,"₹ 59,963",2023-06-01,CCJ,DXB
"Qatar Airways, Oman Air",19h 45m,2 stops,"₹ 59,963",2023-06-01,CCJ,DXB
"Qatar Airways, Oman Air",25h 20m,2 stops,"₹ 62,081",2023-06-01,CCJ,DXB
"Qatar Airways, Oman Air",25h 20m,2 stops,"₹ 62,386",2023-06-01,CCJ,DXB
Gulf Air,14h 45m,1 stop,"₹ 21,859",2023-06-01,CCJ,DXB
Gulf Air,17h 05m,1 stop,"₹ 21,859",2023-06-01,CCJ,DXB
Gulf Air,19h 05m,1 stop,"₹ 21,861",2023-06-01,CCJ,DXB
Gulf Air,24h 40m,1 stop,"₹ 21,867",2023-06-01,CCJ,DXB
Gulf Air,30h 05m,1 stop,"₹ 21,877",2023-06-01,CCJ,DXB
IndiGo,8h 55m,1 stop,"₹ 32,086",2023-06-01,CCJ,DXB
"Air India, Emirates",12h 45m,1 stop,"₹ 33,805",2023-06-01,CCJ,DXB
IndiGo,15h 45m,1 stop,"₹ 30,093",2023-06-01,CCJ,DXB
Air India,28h 35m,1 stop,"₹ 31,817",2023-06-01,CCJ,DXB
IndiGo,19h 40m,1 stop,"₹ 32,086",2023-06-01,CCJ,DXB
IndiGo,26h 00m,1 stop,"₹ 32,086",2023-06-01,CCJ,DXB
IndiGo,27h 40m,1 stop,"₹ 32,332",2023-06-01,CCJ,DXB
"Air India, Emirates",18h 55m,2 stops,"₹ 33,805",2023-06-01,CCJ,DXB
"Air India, Emirates",24h 00m,1 stop,"₹ 33,805",2023-06-01,CCJ,DXB
"Air India, Emirates",27h 35m,1 stop,"₹ 35,287",2023-06-01,CCJ,DXB
"Air India, Emirates",18h 50m,1 stop,"₹ 38,762",2023-06-01,CCJ,DXB
Air India,29h 05m,2 stops,"₹ 43,138",2023-06-01,CCJ,DXB
Air India,29h 05m,2 stops,"₹ 43,138",2023-06-01,CCJ,DXB
Air India,28h 40m,2 stops,"₹ 43,264",2023-06-01,CCJ,DXB
Air India,28h 40m,2 stops,"₹ 43,264",2023-06-01,CCJ,DXB
Air India,28h 40m,2 stops,"₹ 43,264",2023-06-01,CCJ,DXB
Qatar Airways,19h 25m,1 stop,"₹ 45,141",2023-06-01,CCJ,DXB
Qatar Airways,20h 00m,1 stop,"₹ 45,141",2023-06-01,CCJ,DXB
Qatar Airways,26h 00m,1 stop,"₹ 45,141",2023-06-01,CCJ,DXB
Air India,20h 25m,2 stops,"₹ 45,620",2023-06-01,CCJ,DXB
Air India,25h 40m,2 stops,"₹ 50,096",2023-06-01,CCJ,DXB
Air India,25h 40m,2 stops,"₹ 50,096",2023-06-01,CCJ,DXB
Air India,25h 40m,2 stops,"₹ 50,096",2023-06-01,CCJ,DXB
Air India,25h 40m,3 stops,"₹ 50,096",2023-06-01,CCJ,DXB
Air India,25h 40m,2 stops,"₹ 51,223",2023-06-01,CCJ,DXB
Air India,29h 25m,2 stops,"₹ 51,223",2023-06-01,CCJ,DXB
Air India,29h 25m,2 stops,"₹ 51,223",2023-06-01,CCJ,DXB
Air India,29h 25m,2 stops,"₹ 51,223",2023-06-01,CCJ,DXB
Air India,29h 25m,2 stops,"₹ 51,223",2023-06-01,CCJ,DXB
Air India,29h 25m,2 stops,"₹ 51,223",2023-06-01,CCJ,DXB
Air India,29h 25m,2 stops,"₹ 53,292",2023-06-01,CCJ,DXB
Air India,29h 25m,3 stops,"₹ 53,292",2023-06-01,CCJ,DXB
Air India,25h 40m,2 stops,"₹ 54,369",2023-06-01,CCJ,DXB
"Air India, Qatar Airways",27h 55m,2 stops,"₹ 59,876",2023-06-01,CCJ,DXB
"Qatar Airways, Oman Air",13h 45m,2 stops,"₹ 59,963",2023-06-01,CCJ,DXB
"Qatar Airways, Oman Air",25h 20m,2 stops,"₹ 62,081",2023-06-01,CCJ,DXB
"Qatar Airways, Oman Air",19h 45m,2 stops,"₹ 62,204",2023-06-01,CCJ,DXB
"Qatar Airways, Oman Air",25h 20m,2 stops,"₹ 62,386",2023-06-01,CCJ,DXB
Air India,52h 40m,2 stops,"₹ 45,333",2023-06-01,CCJ,DXB
SpiceJet,4h 20m,direct,"₹ 25,560",2023-06-01,CCJ,DXB
Oman Air,14h 10m,1 stop,"₹ 15,736",2023-06-01,CCJ,DXB
IndiGo,4h 10m,direct,"₹ 29,552",2023-06-01,CCJ,DXB
Hahn Air Systems,4h 20m,direct,"₹ 35,288",2023-06-01,CCJ,DXB
Oman Air,8h 00m,1 stop,"₹ 17,027",2023-06-01,CCJ,DXB
Oman Air,8h 35m,1 stop,"₹ 17,027",2023-06-01,CCJ,DXB
Gulf Air,8h 40m,1 stop,"₹ 23,173",2023-06-01,CCJ,DXB
IndiGo,8h 55m,1 stop,"₹ 34,045",2023-06-01,CCJ,DXB
Oman Air,14h 00m,1 stop,"₹ 17,027",2023-06-01,CCJ,DXB
Gulf Air,12h 45m,1 stop,"₹ 23,887",2023-06-01,CCJ,DXB
Gulf Air,14h 45m,1 stop,"₹ 21,862",2023-06-01,CCJ,DXB
Oman Air,19h 35m,1 stop,"₹ 15,736",2023-06-01,CCJ,DXB
Oman Air,21h 00m,1 stop,"₹ 15,736",2023-06-01,CCJ,DXB
Oman Air,26h 25m,1 stop,"₹ 15,736",2023-06-01,CCJ,DXB
Oman Air,26h 35m,1 stop,"₹ 15,736",2023-06-01,CCJ,DXB
"IndiGo, Emirates",18h 45m,2 stops,"₹ 21,116",2023-06-01,CCJ,DXB
"IndiGo, Emirates",19h 05m,1 stop,"₹ 21,534",2023-06-01,CCJ,DXB
Gulf Air,14h 45m,1 stop,"₹ 21,862",2023-06-01,CCJ,DXB
Gulf Air,17h 05m,1 stop,"₹ 21,862",2023-06-01,CCJ,DXB
Gulf Air,19h 05m,1 stop,"₹ 21,864",2023-06-01,CCJ,DXB
Gulf Air,24h 40m,1 stop,"₹ 21,870",2023-06-01,CCJ,DXB
"IndiGo, SriLankan Airlines",15h 50m,3 stops,"₹ 24,848",2023-06-01,CCJ,DXB
"IndiGo, SriLankan Airlines",16h 10m,2 stops,"₹ 25,268",2023-06-01,CCJ,DXB
"IndiGo, Air India",16h 00m,2 stops,"₹ 25,608",2023-06-01,CCJ,DXB
"IndiGo, Emirates",17h 20m,2 stops,"₹ 25,776",2023-06-01,CCJ,DXB
"IndiGo, Air India",16h 20m,1 stop,"₹ 26,028",2023-06-01,CCJ,DXB
"IndiGo, Emirates",18h 00m,2 stops,"₹ 27,032",2023-06-01,CCJ,DXB
"IndiGo, Oman Air",15h 35m,3 stops,"₹ 28,884",2023-06-01,CCJ,DXB
Multiple Airlines,16h 20m,2 stops,"₹ 29,248",2023-06-01,CCJ,DXB
"IndiGo, Oman Air",15h 55m,2 stops,"₹ 29,304",2023-06-01,CCJ,DXB
"IndiGo, Emirates",15h 15m,3 stops,"₹ 30,016",2023-06-01,CCJ,DXB
"IndiGo, Emirates",11h 40m,2 stops,"₹ 30,328",2023-06-01,CCJ,DXB
"IndiGo, Emirates",15h 15m,2 stops,"₹ 30,328",2023-06-01,CCJ,DXB
"IndiGo, Air India",15h 15m,2 stops,"₹ 31,524",2023-06-01,CCJ,DXB
Air India,16h 55m,1 stop,"₹ 31,817",2023-06-01,CCJ,DXB
IndiGo,19h 40m,1 stop,"₹ 32,086",2023-06-01,CCJ,DXB
Multiple Airlines,16h 20m,3 stops,"₹ 32,588",2023-06-01,CCJ,DXB
IndiGo,14h 45m,2 stops,"₹ 35,382",2023-06-01,CCJ,DXB
"Air India, Emirates",18h 50m,1 stop,"₹ 38,762",2023-06-01,CCJ,DXB
"Qatar Airways, Oman Air",13h 45m,2 stops,"₹ 59,963",2023-06-01,CCJ,DXB
Gulf Air,30h 05m,1 stop,"₹ 21,880",2023-06-01,CCJ,DXB
Multiple Airlines,32h 05m,3 stops,"₹ 25,032",2023-06-01,CCJ,DXB
"IndiGo, Air India",32h 05m,3 stops,"₹ 25,392",2023-06-01,CCJ,DXB
"IndiGo, Emirates",25h 30m,2 stops,"₹ 25,560",2023-06-01,CCJ,DXB
Multiple Airlines,25h 30m,2 stops,"₹ 27,060",2023-06-01,CCJ,DXB
Multiple Airlines,32h 05m,3 stops,"₹ 27,148",2023-06-01,CCJ,DXB
"IndiGo, Emirates",24h 05m,3 stops,"₹ 29,872",2023-06-01,CCJ,DXB
Multiple Airlines,24h 25m,3 stops,"₹ 29,910",2023-06-01,CCJ,DXB
IndiGo,27h 45m,1 stop,"₹ 30,093",2023-06-01,CCJ,DXB
"IndiGo, Emirates",24h 25m,2 stops,"₹ 30,328",2023-06-01,CCJ,DXB
"IndiGo, Emirates",31h 00m,3 stops,"₹ 30,906",2023-06-01,CCJ,DXB
"IndiGo, Emirates",31h 20m,2 stops,"₹ 31,360",2023-06-01,CCJ,DXB
Multiple Airlines,22h 45m,3 stops,"₹ 31,446",2023-06-01,CCJ,DXB
"IndiGo, Emirates",24h 25m,3 stops,"₹ 31,524",2023-06-01,CCJ,DXB
Air India,28h 35m,1 stop,"₹ 31,817",2023-06-01,CCJ,DXB
IndiGo,26h 00m,1 stop,"₹ 32,086",2023-06-01,CCJ,DXB
IndiGo,27h 40m,1 stop,"₹ 32,332",2023-06-01,CCJ,DXB
"IndiGo, flydubai",30h 40m,3 stops,"₹ 32,364",2023-06-01,CCJ,DXB
"IndiGo, flydubai",31h 00m,2 stops,"₹ 32,820",2023-06-01,CCJ,DXB
Multiple Airlines,22h 45m,3 stops,"₹ 32,946",2023-06-01,CCJ,DXB
Multiple Airlines,24h 25m,3 stops,"₹ 33,024",2023-06-01,CCJ,DXB
"IndiGo, Air India",30h 10m,3 stops,"₹ 33,500",2023-06-01,CCJ,DXB
"Air India, Emirates",18h 55m,2 stops,"₹ 33,805",2023-06-01,CCJ,DXB
"Air India, Emirates",24h 00m,1 stop,"₹ 33,805",2023-06-01,CCJ,DXB
"Air India, Emirates",27h 35m,1 stop,"₹ 33,805",2023-06-01,CCJ,DXB
"IndiGo, Air India",30h 30m,2 stops,"₹ 33,956",2023-06-01,CCJ,DXB
"IndiGo, Emirates",23h 20m,3 stops,"₹ 36,292",2023-06-01,CCJ,DXB
Multiple Airlines,28h 35m,3 stops,"₹ 37,246",2023-06-01,CCJ,DXB
"IndiGo, Emirates",30h 15m,3 stops,"₹ 37,324",2023-06-01,CCJ,DXB
Multiple Airlines,29h 30m,3 stops,"₹ 38,488",2023-06-01,CCJ,DXB
IndiGo,29h 15m,3 stops,"₹ 39,332",2023-06-01,CCJ,DXB
IndiGo,29h 35m,2 stops,"₹ 39,752",2023-06-01,CCJ,DXB
Air India,29h 05m,2 stops,"₹ 43,138",2023-06-01,CCJ,DXB
Air India,29h 05m,2 stops,"₹ 43,138",2023-06-01,CCJ,DXB
Air India,28h 40m,2 stops,"₹ 43,264",2023-06-01,CCJ,DXB
Gulf Air,8h 40m,1 stop,"₹ 25,173",2023-06-01,CCJ,DXB
Oman Air,14h 10m,1 stop,"₹ 15,736",2023-06-01,CCJ,DXB
Gulf Air,14h 45m,1 stop,"₹ 23,887",2023-06-01,CCJ,DXB
Oman Air,8h 00m,1 stop,"₹ 16,859",2023-06-01,CCJ,DXB
Oman Air,8h 35m,1 stop,"₹ 17,189",2023-06-01,CCJ,DXB
SpiceJet,4h 20m,direct,"₹ 23,821",2023-06-01,CCJ,DXB
Gulf Air,8h 40m,1 stop,"₹ 22,242",2023-06-01,CCJ,DXB
IndiGo,4h 10m,direct,"₹ 27,817",2023-06-01,CCJ,DXB
Hahn Air Systems,4h 20m,direct,"₹ 34,072",2023-06-01,CCJ,DXB
Oman Air,14h 00m,1 stop,"₹ 17,189",2023-06-01,CCJ,DXB
Oman Air,14h 10m,1 stop,"₹ 17,189",2023-06-01,CCJ,DXB
Gulf Air,12h 45m,1 stop,"₹ 22,247",2023-06-01,CCJ,DXB
IndiGo,8h 55m,1 stop,"₹ 32,086",2023-06-01,CCJ,DXB
Oman Air,19h 35m,1 stop,"₹ 17,189",2023-06-01,CCJ,DXB
Oman Air,21h 00m,1 stop,"₹ 17,189",2023-06-01,CCJ,DXB
Gulf Air,14h 45m,1 stop,"₹ 22,257",2023-06-01,CCJ,DXB
Gulf Air,17h 05m,1 stop,"₹ 22,257",2023-06-01,CCJ,DXB
Gulf Air,19h 05m,1 stop,"₹ 22,259",2023-06-01,CCJ,DXB
Air India,16h 55m,1 stop,"₹ 31,817",2023-06-01,CCJ,DXB
IndiGo,19h 40m,1 stop,"₹ 32,086",2023-06-01,CCJ,DXB
"Air India, Emirates",12h 45m,1 stop,"₹ 34,911",2023-06-01,CCJ,DXB
"Air India, Emirates",18h 50m,1 stop,"₹ 40,981",2023-06-01,CCJ,DXB
Oman Air,26h 25m,1 stop,"₹ 17,189",2023-06-01,CCJ,DXB
Oman Air,26h 35m,1 stop,"₹ 17,189",2023-06-01,CCJ,DXB
Gulf Air,24h 40m,1 stop,"₹ 22,265",2023-06-01,CCJ,DXB
Gulf Air,30h 05m,1 stop,"₹ 22,275",2023-06-01,CCJ,DXB
IndiGo,27h 45m,1 stop,"₹ 30,093",2023-06-01,CCJ,DXB
Air India,28h 35m,1 stop,"₹ 31,817",2023-06-01,CCJ,DXB
IndiGo,26h 00m,1 stop,"₹ 32,086",2023-06-01,CCJ,DXB
IndiGo,27h 40m,1 stop,"₹ 32,332",2023-06-01,CCJ,DXB
"Air India, Emirates",18h 55m,2 stops,"₹ 34,911",2023-06-01,CCJ,DXB
"Air India, Emirates",24h 00m,1 stop,"₹ 34,911",2023-06-01,CCJ,DXB
"Air India, Emirates",27h 35m,1 stop,"₹ 36,442",2023-06-01,CCJ,DXB
Air India,29h 05m,2 stops,"₹ 43,138",2023-06-01,CCJ,DXB
Air India,29h 05m,2 stops,"₹ 43,138",2023-06-01,CCJ,DXB
Air India,28h 40m,2 stops,"₹ 43,264",2023-06-01,CCJ,DXB
Air India,28h 40m,2 stops,"₹ 43,264",2023-06-01,CCJ,DXB
Air India,28h 40m,2 stops,"₹ 43,264",2023-06-01,CCJ,DXB
Qatar Airways,19h 25m,1 stop,"₹ 46,674",2023-06-01,CCJ,DXB
Qatar Airways,20h 00m,1 stop,"₹ 46,674",2023-06-01,CCJ,DXB
Qatar Airways,26h 00m,1 stop,"₹ 46,674",2023-06-01,CCJ,DXB
Air India,20h 25m,2 stops,"₹ 47,111",2023-06-01,CCJ,DXB
Air India,25h 50m,2 stops,"₹ 50,096",2023-06-01,CCJ,DXB
Air India,25h 50m,2 stops,"₹ 50,096",2023-06-01,CCJ,DXB
Air India,25h 50m,2 stops,"₹ 50,096",2023-06-01,CCJ,DXB
Air India,25h 50m,3 stops,"₹ 50,096",2023-06-01,CCJ,DXB
Air India,25h 50m,2 stops,"₹ 51,223",2023-06-01,CCJ,DXB
Air India,28h 00m,2 stops,"₹ 51,223",2023-06-01,CCJ,DXB
Air India,28h 00m,2 stops,"₹ 51,223",2023-06-01,CCJ,DXB
Air India,28h 00m,2 stops,"₹ 51,223",2023-06-01,CCJ,DXB
Air India,28h 00m,2 stops,"₹ 52,324",2023-06-01,CCJ,DXB
Air India,25h 50m,2 stops,"₹ 52,822",2023-06-01,CCJ,DXB
Air India,28h 00m,2 stops,"₹ 52,822",2023-06-01,CCJ,DXB
Air India,28h 00m,3 stops,"₹ 53,292",2023-06-01,CCJ,DXB
Air India,29h 25m,2 stops,"₹ 53,292",2023-06-01,CCJ,DXB
Air India,29h 25m,2 stops,"₹ 53,292",2023-06-01,CCJ,DXB
Air India,29h 25m,2 stops,"₹ 53,292",2023-06-01,CCJ,DXB
Air India,29h 25m,3 stops,"₹ 53,292",2023-06-01,CCJ,DXB
"Qatar Airways, Oman Air",13h 45m,2 stops,"₹ 61,496",2023-06-01,CCJ,DXB
"Qatar Airways, Oman Air",19h 45m,2 stops,"₹ 61,496",2023-06-01,CCJ,DXB
"Air India, Qatar Airways",27h 55m,2 stops,"₹ 61,715",2023-06-01,CCJ,DXB
"Qatar Airways, Oman Air",25h 20m,2 stops,"₹ 63,711",2023-06-01,CCJ,DXB
"Qatar Airways, Oman Air",25h 20m,2 stops,"₹ 64,008",2023-06-01,CCJ,DXB
"Qatar Airways, Oman Air",32h 10m,2 stops,"₹ 65,631",2023-06-01,CCJ,DXB
Air India,52h 40m,2 stops,"₹ 45,333",2023-06-01,CCJ,DXB
Emirates,4h 10m,direct,"₹ 21,269",2023-06-01,CCJ,DXB
Oman Air,8h 35m,1 stop,"₹ 16,859",2023-06-01,CCJ,DXB
flydubai,4h 10m,direct,"₹ 18,012",2023-06-01,CCJ,DXB
Oman Air,8h 00m,1 stop,"₹ 18,151",2023-06-01,CCJ,DXB
Gulf Air,8h 40m,1 stop,"₹ 24,334",2023-06-01,CCJ,DXB
Oman Air,14h 00m,1 stop,"₹ 16,859",2023-06-01,CCJ,DXB
Oman Air,14h 10m,1 stop,"₹ 16,859",2023-06-01,CCJ,DXB
Gulf Air,12h 45m,1 stop,"₹ 24,334",2023-06-01,CCJ,DXB
Gulf Air,14h 45m,1 stop,"₹ 22,257",2023-06-01,CCJ,DXB
Oman Air,19h 35m,1 stop,"₹ 16,859",2023-06-01,CCJ,DXB
Oman Air,21h 00m,1 stop,"₹ 16,859",2023-06-01,CCJ,DXB
Oman Air,26h 25m,1 stop,"₹ 16,859",2023-06-01,CCJ,DXB
Oman Air,26h 35m,1 stop,"₹ 17,189",2023-06-01,CCJ,DXB
Gulf Air,17h 05m,1 stop,"₹ 22,257",2023-06-01,CCJ,DXB
Qatar Airways,19h 25m,1 stop,"₹ 46,674",2023-06-01,CCJ,DXB
Gulf Air,14h 45m,1 stop,"₹ 22,257",2023-06-01,CCJ,DXB
Gulf Air,17h 05m,1 stop,"₹ 22,257",2023-06-01,CCJ,DXB
Gulf Air,19h 05m,1 stop,"₹ 22,259",2023-06-01,CCJ,DXB
IndiGo,15h 45m,1 stop,"₹ 30,093",2023-06-01,CCJ,DXB
IndiGo,19h 40m,1 stop,"₹ 32,086",2023-06-01,CCJ,DXB
"Air India, Emirates",12h 45m,1 stop,"₹ 43,329",2023-06-01,CCJ,DXB
Oman Air,26h 35m,1 stop,"₹ 17,189",2023-06-01,CCJ,DXB
Gulf Air,24h 40m,1 stop,"₹ 22,265",2023-06-01,CCJ,DXB
Gulf Air,30h 05m,1 stop,"₹ 22,275",2023-06-01,CCJ,DXB
IndiGo,27h 45m,1 stop,"₹ 30,093",2023-06-01,CCJ,DXB
Air India,28h 35m,1 stop,"₹ 31,817",2023-06-01,CCJ,DXB
IndiGo,26h 00m,1 stop,"₹ 32,086",2023-06-01,CCJ,DXB
IndiGo,27h 40m,1 stop,"₹ 32,332",2023-06-01,CCJ,DXB
"Air India, Emirates",24h 00m,1 stop,"₹ 39,917",2023-06-01,CCJ,DXB
"Air India, Emirates",27h 35m,1 stop,"₹ 39,917",2023-06-01,CCJ,DXB
Air India,29h 05m,2 stops,"₹ 43,138",2023-06-01,CCJ,DXB
Air India,29h 05m,2 stops,"₹ 43,138",2023-06-01,CCJ,DXB
Air India,28h 40m,2 stops,"₹ 43,264",2023-06-01,CCJ,DXB
Air India,28h 40m,2 stops,"₹ 43,264",2023-06-01,CCJ,DXB
Air India,28h 40m,2 stops,"₹ 43,264",2023-06-01,CCJ,DXB
"Air India, Emirates",29h 55m,2 stops,"₹ 44,578",2023-06-01,CCJ,DXB
Qatar Airways,19h 25m,1 stop,"₹ 46,674",2023-06-01,CCJ,DXB
Qatar Airways,20h 00m,1 stop,"₹ 46,674",2023-06-01,CCJ,DXB
Qatar Airways,26h 00m,1 stop,"₹ 46,674",2023-06-01,CCJ,DXB
Air India,20h 25m,2 stops,"₹ 47,111",2023-06-01,CCJ,DXB
"Air India, Emirates",18h 50m,1 stop,"₹ 48,174",2023-06-01,CCJ,DXB
Air India,25h 40m,3 stops,"₹ 50,096",2023-06-01,CCJ,DXB
Air India,25h 40m,2 stops,"₹ 50,096",2023-06-01,CCJ,DXB
Air India,25h 40m,2 stops,"₹ 50,096",2023-06-01,CCJ,DXB
Air India,25h 40m,2 stops,"₹ 50,096",2023-06-01,CCJ,DXB
Air India,25h 40m,2 stops,"₹ 51,223",2023-06-01,CCJ,DXB
Air India,28h 00m,2 stops,"₹ 51,223",2023-06-01,CCJ,DXB
Air India,28h 00m,2 stops,"₹ 51,223",2023-06-01,CCJ,DXB
Air India,28h 00m,2 stops,"₹ 51,223",2023-06-01,CCJ,DXB
Air India,28h 00m,2 stops,"₹ 51,223",2023-06-01,CCJ,DXB
Air India,28h 00m,2 stops,"₹ 51,223",2023-06-01,CCJ,DXB
Air India,28h 00m,3 stops,"₹ 53,292",2023-06-01,CCJ,DXB
Air India,29h 25m,3 stops,"₹ 53,292",2023-06-01,CCJ,DXB
Air India,29h 25m,2 stops,"₹ 53,292",2023-06-01,CCJ,DXB
Air India,29h 25m,2 stops,"₹ 53,292",2023-06-01,CCJ,DXB
Air India,29h 25m,2 stops,"₹ 53,292",2023-06-01,CCJ,DXB
Air India,25h 40m,2 stops,"₹ 54,383",2023-06-01,CCJ,DXB
Air India,28h 00m,2 stops,"₹ 54,383",2023-06-01,CCJ,DXB
"Qatar Airways, Oman Air",13h 45m,2 stops,"₹ 61,496",2023-06-01,CCJ,DXB
"Air India, Qatar Airways",27h 55m,2 stops,"₹ 61,715",2023-06-01,CCJ,DXB
"Qatar Airways, Oman Air",25h 20m,2 stops,"₹ 63,711",2023-06-01,CCJ,DXB
"Qatar Airways, Oman Air",25h 20m,2 stops,"₹ 64,008",2023-06-01,CCJ,DXB
"Qatar Airways, Oman Air",32h 10m,2 stops,"₹ 64,062",2023-06-01,CCJ,DXB
"Qatar Airways, Oman Air",32h 10m,2 stops,"₹ 64,062",2023-06-01,CCJ,DXB
"Qatar Airways, Oman Air",19h 45m,2 stops,"₹ 83,482",2023-06-01,CCJ,DXB
Air India,52h 40m,2 stops,"₹ 45,333",2023-06-01,CCJ,DXB
Emirates,4h 10m,direct,"₹ 21,269",2023-06-01,CCJ,DXB
Gulf Air,8h 40m,1 stop,"₹ 23,887",2023-06-01,CCJ,DXB
Oman Air,8h 00m,1 stop,"₹ 15,736",2023-06-01,CCJ,DXB
Oman Air,8h 35m,1 stop,"₹ 15,736",2023-06-01,CCJ,DXB
Oman Air,14h 00m,1 stop,"₹ 15,736",2023-06-01,CCJ,DXB
Gulf Air,8h 40m,1 stop,"₹ 23,887",2023-06-01,CCJ,DXB
Oman Air,14h 10m,1 stop,"₹ 20,282",2023-06-01,CCJ,DXB
Gulf Air,12h 45m,1 stop,"₹ 23,887",2023-06-01,CCJ,DXB
Oman Air,21h 00m,1 stop,"₹ 15,736",2023-06-01,CCJ,DXB
Oman Air,19h 35m,1 stop,"₹ 20,282",2023-06-01,CCJ,DXB
Gulf Air,14h 45m,1 stop,"₹ 23,887",2023-06-01,CCJ,DXB
Gulf Air,17h 05m,1 stop,"₹ 21,862",2023-06-01,CCJ,DXB
Oman Air,26h 25m,1 stop,"₹ 15,736",2023-06-01,CCJ,DXB
Oman Air,26h 35m,1 stop,"₹ 15,736",2023-06-01,CCJ,DXB
Qatar Airways,19h 25m,1 stop,"₹ 45,141",2023-06-01,CCJ,DXB
Qatar Airways,20h 00m,1 stop,"₹ 45,141",2023-06-01,CCJ,DXB
"Qatar Airways, Oman Air",13h 45m,2 stops,"₹ 59,963",2023-06-01,CCJ,DXB
Gulf Air,17h 05m,1 stop,"₹ 21,862",2023-06-01,CCJ,DXB
Gulf Air,19h 05m,1 stop,"₹ 21,864",2023-06-01,CCJ,DXB
IndiGo,19h 40m,1 stop,"₹ 32,086",2023-06-01,CCJ,DXB
"Air India, Emirates",12h 45m,1 stop,"₹ 42,174",2023-06-01,CCJ,DXB
Gulf Air,24h 40m,1 stop,"₹ 21,870",2023-06-01,CCJ,DXB
Gulf Air,30h 05m,1 stop,"₹ 21,880",2023-06-01,CCJ,DXB
IndiGo,27h 45m,1 stop,"₹ 30,093",2023-06-01,CCJ,DXB
Air India,28h 35m,1 stop,"₹ 31,817",2023-06-01,CCJ,DXB
IndiGo,26h 00m,1 stop,"₹ 32,086",2023-06-01,CCJ,DXB
IndiGo,27h 40m,1 stop,"₹ 32,332",2023-06-01,CCJ,DXB
"Air India, Emirates",24h 00m,1 stop,"₹ 33,805",2023-06-01,CCJ,DXB
"Air India, Emirates",27h 35m,1 stop,"₹ 33,805",2023-06-01,CCJ,DXB
"Air India, Emirates",18h 50m,1 stop,"₹ 42,174",2023-06-01,CCJ,DXB
Air India,29h 05m,2 stops,"₹ 43,138",2023-06-01,CCJ,DXB
Air India,29h 05m,2 stops,"₹ 43,138",2023-06-01,CCJ,DXB
Air India,28h 40m,2 stops,"₹ 43,264",2023-06-01,CCJ,DXB
Air India,28h 40m,2 stops,"₹ 43,264",2023-06-01,CCJ,DXB
Air India,28h 40m,2 stops,"₹ 43,264",2023-06-01,CCJ,DXB
"Air India, Emirates",18h 55m,2 stops,"₹ 43,471",2023-06-01,CCJ,DXB
Air India,20h 25m,2 stops,"₹ 44,783",2023-06-01,CCJ,DXB
Qatar Airways,19h 25m,1 stop,"₹ 45,141",2023-06-01,CCJ,DXB
Qatar Airways,20h 00m,1 stop,"₹ 45,141",2023-06-01,CCJ,DXB
Qatar Airways,26h 00m,1 stop,"₹ 45,141",2023-06-01,CCJ,DXB
Air India,25h 40m,3 stops,"₹ 50,096",2023-06-01,CCJ,DXB
Air India,25h 40m,2 stops,"₹ 50,096",2023-06-01,CCJ,DXB
Air India,25h 40m,2 stops,"₹ 50,096",2023-06-01,CCJ,DXB
Air India,25h 40m,2 stops,"₹ 50,096",2023-06-01,CCJ,DXB
Air India,25h 40m,2 stops,"₹ 51,223",2023-06-01,CCJ,DXB
Air India,28h 00m,2 stops,"₹ 51,223",2023-06-01,CCJ,DXB
Air India,28h 00m,2 stops,"₹ 51,223",2023-06-01,CCJ,DXB
Air India,28h 00m,2 stops,"₹ 51,223",2023-06-01,CCJ,DXB
Air India,28h 00m,2 stops,"₹ 51,223",2023-06-01,CCJ,DXB
